data,utterance
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=object_name,description=Name of the object, values = tree 2{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 2""], ""slot"": ""object_name"", ""values"": [""tree 2""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=object_name,description=Name of the object, values = fallen tree{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""fallen tree""], ""slot"": ""object_name"", ""values"": [""fallen tree""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a fallen tree in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_internal_damage,description=risk of internal damage or not,examples =1.0,0.0, values = True | inform,name=weather,description=Weather,examples =Sunny,Rainy,Gloomy,Snowy,Foggy,Dark,Unindentified,Lightning, values = gloomy | inform,name=waterproof_drone,description=Waterproof drone or not, values = False | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = advisory | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = False | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=object_distance,description=Distance of object, values = 1 | inform,object_moving, values = true | inform,name=object_name,description=Name of the object, values = Bird1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""True""], ""slot"": ""risk_of_internal_damage"", ""values"": [""True""]}, {""act"": ""INFORM"", ""canonical_values"": [""gloomy""], ""slot"": ""weather"", ""values"": [""gloomy""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""waterproof_drone"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""advisory""], ""slot"": ""risk_of_physical_damage"", ""values"": [""advisory""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""pilot_experienced"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_moving"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""Bird1""], ""slot"": ""object_name"", ""values"": [""Bird1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of internal damage! The weather is overcast and the drone is not waterproof.     Risk of physical damage! There's a moving bird only 1m away. There's another moving bird only 2m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m.
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=object_name,description=Name of the object, values = wall 1 inside building{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""wall 1 inside building""], ""slot"": ""object_name"", ""values"": [""wall 1 inside building""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of Physical Damage! There is a wall in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = 0.0 | inform,name=object_distance,description=Distance of object, values = 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""pilot_experienced"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame.     Risk of physical damage! There's a fence only 1m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = sailboat{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""sailboat""], ""slot"": ""object_name"", ""values"": [""sailboat""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame.     Risk of physical damage! There's a sailboat in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=altitude,description=Flying altitude, values = 12.0 | inform,name=battery_level,description=Battery level, values = 0.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = tube{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""12.0""], ""slot"": ""altitude"", ""values"": [""12.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tube""], ""slot"": ""object_name"", ""values"": [""tube""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and empty battery. It's flying at an altitude of 12m.     Risk of physical damage! There's a tube in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_internal_damage,description=risk of internal damage or not,examples =1.0,0.0, values = True | inform,name=weather,description=Weather,examples =Sunny,Rainy,Gloomy,Snowy,Foggy,Dark,Unindentified,Lightning, values = gloomy | inform,name=waterproof_drone,description=Waterproof drone or not, values = False | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=going_backwards,description=Going backwards or not,examples =1.0,0.0, values = True{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""True""], ""slot"": ""risk_of_internal_damage"", ""values"": [""True""]}, {""act"": ""INFORM"", ""canonical_values"": [""gloomy""], ""slot"": ""weather"", ""values"": [""gloomy""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""waterproof_drone"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""True""], ""slot"": ""going_backwards"", ""values"": [""True""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical and internal damage! The drone is flying backwards. The weather is overcast and the drone is not waterproof. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = advisory | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 3 | inform,name=altitude,description=Flying altitude, values = 8.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""advisory""], ""slot"": ""risk_of_physical_damage"", ""values"": [""advisory""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""3""], ""slot"": ""object_distance"", ""values"": [""3""]}, {""act"": ""INFORM"", ""canonical_values"": [""8.0""], ""slot"": ""altitude"", ""values"": [""8.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage and lost connection! The drone has low battery. It's flying at an altitude of 8m. The drone is 4637m away from the remote control.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 3m. 
